x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
0 0 1.0000 1.0000 0.1180 0.0215 -6.2480 0.1618 0.7693 0.1618 0.2276 0.0980 0.0452 0.0000 -1332.1633 1.1942 1 1 0 0 0 0 0
1 0 nan nan 0.3033 0.0648 -3.7027 0.0909 0.3686 0.0909 0.2802 0.1437 0.0935 0.0809 -1186.8186 1.0875 3 0 4 0 0 0 0
1 0 nan nan 0.3163 0.0610 3.4679 0.0926 0.4159 0.0926 0.3297 0.1511 0.0935 0.0809 -1186.8186 1.0875 3 0 4 0 0 0 0
1 0 nan nan 0.1955 0.0368 32.7601 0.2479 1.1403 0.2479 0.5589 0.2497 0.0935 0.0809 -1186.8186 1.0875 3 0 4 0 0 1 0
0 1 1.0000 1.7321 0.1240 0.0126 -1.6175 0.1082 0.9196 0.1082 0.2859 0.0662 0.0285 0.0057 -1727.5409 1.0542 1 2 0 0 0 0 0
0 2 1.0000 2.2362 0.0963 0.0291 -3.4229 0.0682 0.3170 0.0682 0.0765 0.0446 0.0241 0.0000 -1925.7720 1.2446 2 2 0 0 0 0 0
0 2 1.0000 2.2362 0.0770 0.0145 164.0149 0.1055 0.4848 0.1055 0.0935 0.0418 0.0241 0.0000 -1925.7720 1.2446 2 2 0 0 0 0 0
1 2 2.0007 1.9999 0.1429 0.0132 7.8685 0.2160 2.0322 0.2160 0.7280 0.1515 0.0454 0.0945 -1437.1151 0.8151 2 2 0 0 0 1 0
1 2 2.0007 1.9999 0.1360 0.0196 -0.8166 0.1523 0.9145 0.1523 0.3117 0.1044 0.0454 0.0945 -1437.1151 0.8151 2 2 0 0 0 0 0
2 2 3.0007 0.9990 0.0937 0.0113 -4.5917 0.0740 0.5786 0.0876 0.1359 0.0395 0.0183 0.0002 -1732.3872 1.1495 2 1 0 0 0 0 0
2 2 3.0007 0.9990 0.0878 0.0043 0.1125 0.2466 3.4320 0.2409 0.7553 0.0923 0.0183 0.0002 -1732.3872 1.1495 2 1 0 0 0 1 0
0 3 1.0000 2.6459 0.1608 0.0213 0.9129 0.3571 2.3355 0.3571 0.9411 0.2875 0.0741 0.0010 -1189.0577 1.6467 2 2 0 0 0 1 0
0 3 1.0000 2.6459 0.1489 0.0313 -117.3842 0.2622 1.0796 0.2622 0.4028 0.2031 0.0741 0.0010 -1189.0577 1.6467 2 2 0 0 0 0 0
1 3 2.0010 2.4494 0.4033 0.0244 -2.3231 0.1603 2.2914 0.1603 2.3167 0.3122 0.0868 0.0307 -1012.9113 1.4098 3 2 0 0 0 1 0
1 3 2.0010 2.4494 0.3054 0.0284 9.3067 0.1824 1.7006 0.1824 1.3018 0.2735 0.0868 0.0307 -1012.9113 1.4098 3 2 0 0 0 0 0
1 3 2.0010 2.4494 0.3605 0.0523 -133.6235 0.0837 0.4989 0.0837 0.4508 0.1521 0.0868 0.0307 -1012.9113 1.4098 3 2 0 0 0 0 0
2 3 3.0013 1.7311 0.0937 0.0161 31.5186 0.3415 1.7174 0.3415 0.4034 0.1636 0.0504 0.0018 -1279.9602 1.2789 1 2 0 0 0 0 0
0 4 1.0000 3.0003 0.1327 0.0101 -1.6045 0.2799 3.1776 0.2799 1.0569 0.1808 0.0425 0.0001 -1679.2524 1.1001 2 3 0 0 0 1 0
0 4 1.0000 3.0003 0.1487 0.0295 88.8269 0.0856 0.3728 0.0856 0.1389 0.0658 0.0425 0.0001 -1679.2524 1.1001 2 3 0 0 0 0 0
1 4 2.0013 2.8284 0.4963 0.0869 -133.5237 0.0874 0.4320 0.0874 0.5373 0.2219 0.1272 0.0000 -763.2968 1.6407 3 2 0 0 0 0 0
1 4 2.0013 2.8284 0.5070 0.0514 0.5026 0.1447 1.2373 0.1447 1.5725 0.3619 0.1272 0.0000 -763.2968 1.6407 3 2 0 0 0 1 0
1 4 2.0013 2.8284 0.4917 0.1029 162.9281 0.0745 0.3082 0.0745 0.3799 0.1905 0.1272 0.0000 -763.2968 1.6407 3 2 0 0 0 0 0
2 4 3.0019 2.2352 0.1848 0.0383 -1.0924 0.0686 0.2841 0.0686 0.1316 0.0657 0.0490 0.0042 -1259.4006 1.2063 1 3 0 0 0 0 0
