x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
0 0 1.0000 1.0000 0.0852 0.0092 -5.6223 0.1691 1.3628 0.1691 0.2912 0.0713 0.0212 0.0021 -859.0925 0.8476 2 3 2 0 0 0 0
0 0 1.0000 1.0000 0.0593 0.0062 -19.9352 0.3577 2.9523 0.3577 0.4388 0.1048 0.0212 0.0021 -859.0925 0.8476 2 3 2 0 0 1 0
1 0 nan nan 0.2045 0.0194 32.7672 0.1270 1.1575 0.1270 0.5934 0.1277 0.0417 0.0084 -1865.0710 0.8918 7 2 6 0 0 0 0
1 0 nan nan 0.1009 0.0199 -134.4986 0.2512 1.1032 0.2512 0.2791 0.1311 0.0417 0.0084 -1865.0710 0.8918 7 2 6 0 0 0 0
1 0 nan nan 0.1561 0.0233 -46.7757 0.1387 0.8035 0.1387 0.3143 0.1093 0.0417 0.0084 -1865.0710 0.8918 7 2 6 0 0 0 0
1 0 nan nan 0.1395 0.0112 -6.2415 0.3262 3.5172 0.3324 1.2296 0.2244 0.0417 0.0084 -1865.0710 0.8918 7 2 6 0 0 1 0
1 0 nan nan 0.1913 0.0220 3.9016 0.1209 0.9051 0.1214 0.4339 0.1148 0.0417 0.0084 -1865.0710 0.8918 7 2 6 0 0 0 0
1 0 nan nan 0.1349 0.0217 46.4795 0.1727 0.9303 0.1727 0.3144 0.1183 0.0417 0.0084 -1865.0710 0.8918 7 2 6 0 0 0 0
1 0 nan nan 0.1373 0.0226 163.6298 0.1623 0.8522 0.1623 0.2934 0.1135 0.0417 0.0084 -1865.0710 0.8918 7 2 6 0 0 0 0
2 0 nan nan 0.1132 0.0209 -87.2314 0.1218 0.5722 0.1218 0.1623 0.0708 0.0348 0.0158 -724.7756 0.8870 2 5 4 0 0 0 0
2 0 nan nan 0.0758 0.0081 4.9509 0.4667 3.7773 0.4667 0.7179 0.1751 0.0348 0.0158 -724.7756 0.8870 2 5 4 0 0 1 0
0 1 1.0000 1.7321 0.1015 0.0060 -1.5993 0.0846 1.2292 0.0846 0.3127 0.0414 0.0153 0.0510 -1122.3872 0.4962 3 4 2 0 0 0 0
0 1 1.0000 1.7321 0.0530 0.0090 -57.4486 0.1092 0.5579 0.1092 0.0741 0.0295 0.0153 0.0510 -1122.3872 0.4962 3 4 2 0 0 0 0
0 1 1.0000 1.7321 0.0368 0.0053 15.8794 0.2640 1.5770 0.2640 0.1456 0.0490 0.0153 0.0510 -1122.3872 0.4962 3 4 2 0 0 0 0
1 1 2.0004 1.4141 0.0375 0.0030 -0.7723 0.6286 6.8711 0.6286 0.6450 0.1148 0.0170 0.0001 -360.9097 1.7443 1 4 4 0 0 1 0
2 1 nan nan 0.1615 0.0198 52.6532 0.1071 0.7582 0.1071 0.3070 0.0863 0.0409 0.0046 -1249.2802 0.4846 5 3 4 0 0 0 0
