x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
0 0 1.0000 1.0000 0.1959 0.0088 1.8243 0.0397 0.8139 0.0456 0.3997 0.0413 0.0120 0.0000 -860.2390 1.7947 2 4 1 0 0 0 0
0 0 1.0000 1.0000 0.1596 0.0045 -0.7228 0.1378 4.8097 0.1209 1.9244 0.1039 0.0120 0.0000 -860.2390 1.7947 2 4 1 0 0 1 0
1 0 nan nan 0.8927 0.0429 -2.6985 0.7769 5.2065 0.5213 11.6501 1.7824 0.0885 0.0000 -817.3273 2.8283 4 3 0 0 0 0 0
1 0 nan nan 1.6032 0.0332 -21.7163 0.0685 2.8148 0.0694 11.3112 0.5193 0.0885 0.0000 -817.3273 2.8283 4 3 0 0 1 0 0
1 0 nan nan 1.7438 0.0909 0.5450 0.0476 0.9949 0.0557 4.3488 0.4829 0.0885 0.0000 -817.3273 2.8283 4 3 0 0 0 0 0
1 0 nan nan 1.4355 0.1346 5.2881 0.1008 2.1373 0.1389 7.6904 1.2677 0.0885 0.0000 -817.3273 2.8283 4 3 0 0 0 0 0
2 0 nan nan 0.2818 0.0370 8.4378 0.0939 1.0511 0.0445 0.7425 0.1332 0.0058 0.1511 -1003.7037 1.1893 3 4 0 1 0 0 0
2 0 nan nan 0.0807 0.0205 6.3578 0.6313 1.3674 0.3150 0.2766 0.1500 0.0058 0.1511 -1003.7037 1.1893 3 4 0 1 0 0 0
2 0 nan nan 0.0191 0.0026 3.9119 0.6598 5.7879 0.5513 0.2778 0.0678 0.0058 0.1511 -1003.7037 1.1893 3 4 0 1 0 1 0
0 1 1.0000 1.7321 1.8541 0.0171 2.8232 0.0553 4.3081 0.0630 20.0224 0.4801 0.0706 0.0000 -822.5242 3.6728 3 4 0 0 1 0 0
0 1 1.0000 1.7321 1.1118 0.0460 9.4072 0.0293 0.6549 0.0336 1.8251 0.1731 0.0706 0.0000 -822.5242 3.6728 3 4 0 0 0 0 0
0 1 1.0000 1.7321 0.4637 0.0144 -16.6256 0.2315 6.0981 0.2521 7.0883 0.5223 0.0706 0.0000 -822.5242 3.6728 3 4 0 0 0 0 0
1 1 2.0004 1.4141 0.7290 0.0487 3.7853 0.2198 1.9167 0.2408 3.5024 0.7033 0.0865 0.0000 -1134.3301 2.9196 5 4 2 0 1 0 0
1 1 2.0004 1.4141 0.5712 0.0571 -123.2833 0.1267 1.0982 0.1267 1.5722 0.3565 0.0865 0.0000 -1134.3301 2.9196 5 4 2 0 0 0 0
1 1 2.0004 1.4141 0.6300 0.0203 -7.7694 0.5322 13.6809 0.4244 21.6041 1.3889 0.0865 0.0000 -1134.3301 2.9196 5 4 2 0 1 1 0
1 1 2.0004 1.4141 1.2468 0.0715 -2.6143 0.0526 0.7695 0.0581 2.4049 0.3300 0.0865 0.0000 -1134.3301 2.9196 5 4 2 0 0 0 0
1 1 2.0004 1.4141 1.3327 0.0928 0.2898 0.0570 0.7623 0.0683 2.5464 0.4214 0.0865 0.0000 -1134.3301 2.9196 5 4 2 0 0 0 0
2 1 nan nan 0.8468 0.0300 9.7859 0.0266 0.8509 0.0354 1.8061 0.1419 0.0345 0.0000 -796.0427 1.0942 4 4 0 0 0 0 0
2 1 nan nan 0.4765 0.0345 6.5941 0.0987 0.7751 0.0859 0.9258 0.1772 0.0345 0.0000 -796.0427 1.0942 4 4 0 0 0 0 0
2 1 nan nan 0.1703 0.0318 4.4254 0.2937 0.8508 0.2684 0.3631 0.2038 0.0345 0.0000 -796.0427 1.0942 4 4 0 0 0 0 0
2 1 nan nan 0.2145 0.0168 11.7163 0.6260 4.7396 0.3623 2.5489 0.4092 0.0345 0.0000 -796.0427 1.0942 4 4 0 0 0 1 0
0 2 1.0000 2.2362 0.1772 0.3495 -1.1168 4.7313 1.5521 1.9691 0.6895 3.9592 0.0344 0.0000 -1012.5959 1.8146 4 4 1 1 0 0 1
0 2 1.0000 2.2362 0.4460 0.0117 -9.2201 0.1357 3.3847 0.1476 3.7844 0.2683 0.0344 0.0000 -1012.5959 1.8146 4 4 1 0 1 0 1
0 2 1.0000 2.2362 1.1190 0.6458 0.7211 0.1893 1.1000 0.1508 3.0855 2.4478 0.0344 0.0000 -1012.5959 1.8146 4 4 1 1 0 0 1
0 2 1.0000 2.2362 0.8100 0.0161 4.3984 0.1691 2.5972 0.1287 5.2735 0.3712 0.0344 0.0000 -1012.5959 1.8146 4 4 1 0 0 0 1
1 2 2.0007 1.9999 0.6711 0.0596 4.5796 0.0943 0.7328 0.0968 1.2328 0.2868 0.0556 0.0000 -995.0718 8.1586 4 4 1 0 0 0 0
1 2 2.0007 1.9999 0.5679 0.0601 9.5286 0.0674 0.5661 0.0736 0.8060 0.2012 0.0556 0.0000 -995.0718 8.1586 4 4 1 0 0 0 0
1 2 2.0007 1.9999 0.8510 0.0235 -1.8698 0.2497 5.6523 0.1876 12.0570 0.7437 0.0556 0.0000 -995.0718 8.1586 4 4 1 0 1 1 0
1 2 2.0007 1.9999 0.3828 0.0550 1.9653 0.1854 0.9509 0.2079 0.9124 0.3594 0.0556 0.0000 -995.0718 8.1586 4 4 1 0 0 0 0
2 2 3.0007 0.9990 0.3438 0.0137 2.3489 0.0409 0.9665 0.0485 0.8330 0.0766 0.0212 0.0000 -1071.5226 3.7873 2 4 3 0 0 0 0
2 2 3.0007 0.9990 0.2642 0.0071 -1.0766 0.1543 4.5985 0.1153 3.0458 0.1607 0.0212 0.0000 -1071.5226 3.7873 2 4 3 0 1 1 0
0 3 1.0000 2.6459 1.4571 0.0446 2.4485 0.0490 1.4189 0.0525 5.1822 0.3561 0.0902 0.0000 -871.9500 3.0773 4 4 1 0 0 0 0
